名称,路径,类型,年份,体积(字节)
CFA一级强化组合_王慧琳_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化组合_王慧琳_金程（标准版）_Password_Removed.pdf",文件,0,1184653
CFA一级强化衍生品_周琪_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化衍生品_周琪_金程（打印版）_Password_Removed.pdf",文件,0,1359278
CFA一级强化衍生品_周琪_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化衍生品_周琪_金程（标准版）_Password_Removed.pdf",文件,0,7956437
CFA一级强化财务分析_韩霄_金程(补录打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化财务分析_韩霄_金程(补录打印版）_Password_Removed.pdf",文件,0,782966
CFA一级强化财务分析_韩霄_金程（补录标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化财务分析_韩霄_金程（补录标准版）_Password_Removed.pdf",文件,0,583847
CFA一级强化财报_纪慧诚_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化财报_纪慧诚_金程（打印版）_Password_Removed.pdf",文件,0,1330546
CFA一级强化财报_纪慧诚_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化财报_纪慧诚_金程（标准版）_Password_Removed.pdf",文件,0,2428646
CFA一级,/cfa三级/新cfa24一级/CFA一级,文件夹,0,
25年CFA一级电子资料,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料,文件夹,0,
24CFA一级资料,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/24CFA一级资料,文件夹,0,
2024CFA一级Notes,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/24CFA一级资料/2024CFA一级Notes,文件夹,2024,
2024CFA一级原版书教材,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/24CFA一级资料/2024CFA一级原版书教材,文件夹,2024,
24CFA一级中文教材,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/24CFA一级资料/24CFA一级中文教材,文件夹,0,
CFA 2025 Level I - Book1.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - Book1.pdf,文件,2025,4025744
CFA 2025 Level I - Book2.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - Book2.pdf,文件,2025,8018840
CFA 2025 Level I - Book3.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - Book3.pdf,文件,2025,2392459
CFA 2025 Level I - Book4.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - Book4.pdf,文件,2025,2157235
CFA 2025 Level I - SchweserQuicksheet.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - SchweserQuicksheet.pdf,文件,2025,441161
CFA L1 practice pack,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/CFA L1 practice pack,文件夹,0,
CFA-2024,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/CFA L1 practice pack/CFA-2024,文件夹,2024,
CFA 一级 KAPLAN notes,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/CFA 一级 KAPLAN notes,文件夹,0,
CFA一级中文教材,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/CFA一级中文教材,文件夹,0,
品职其他资料,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料,文件夹,0,
CFA一级框架图（23年）,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）,文件夹,0,
品职教育2023CFA一级框架图Fixed Income_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023CFA一级框架图Fixed Income_何旋.pdf,文件,2023,2711110
品职教育2023年CFA一级Financial Reporting and Analysis知识框架图_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级Financial Reporting and Analysis知识框架图_何旋.pdf,文件,2023,3804853
品职教育2023年CFA一级框架图_Equity强化班讲义.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级框架图_Equity强化班讲义.pdf,文件,2023,3201854
品职教育2023年CFA一级知识框架图Portfolio.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图Portfolio.pdf,文件,2023,3250354
品职教育2023年CFA一级知识框架图_Alternative_李斯克.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Alternative_李斯克.pdf,文件,2023,2547562
品职教育2023年CFA一级知识框架图_Corporate Issuers_李斯克.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Corporate Issuers_李斯克.pdf,文件,2023,3029758
品职教育2023年CFA一级知识框架图_Derivatives_李斯克.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Derivatives_李斯克.pdf,文件,2023,2333391
品职教育2023年CFA一级知识框架图_Economics_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Economics_何旋.pdf,文件,2023,2659663
品职教育2023年CFA一级知识框架图_Ethics_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Ethics_何旋.pdf,文件,2023,1790896
品职教育2023年CFA一级知识框架图_Quantitative Methods_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Quantitative Methods_何旋.pdf,文件,2023,15509265
品职教育2023年CFA一级错题本合集_纯图版.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/品职教育2023年CFA一级错题本合集_纯图版.pdf,文件,2023,42887354
CFA指定计算器,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/机考报考计算器指南/CFA指定计算器,文件夹,0,
CFA一级JC24,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24,文件夹,0,
CFA一级课程框架介绍,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA一级课程框架介绍,文件夹,0,
CFA一级框架介绍（固收、衍生、另类、组合、道德）.ts,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA一级课程框架介绍/CFA一级框架介绍（固收、衍生、另类、组合、道德）.ts,文件,0,610228448
CFA一级框架介绍（数量、经济学、财报、公司金融、权益）.ts,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA一级课程框架介绍/CFA一级框架介绍（数量、经济学、财报、公司金融、权益）.ts,文件,0,726653840
CFA一级科目概述与备考规划.ts,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA一级课程框架介绍/CFA一级科目概述与备考规划.ts,文件,0,668005924
CFA备考常见英语词汇,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA备考常见英语词汇,文件夹,0,
cfa一级gao,/cfa三级/新cfa24一级/CFA一级/cfa一级gao,文件夹,0,
00-CFA一级高金融英语,/cfa三级/新cfa24一级/CFA一级/cfa一级gao/00-CFA一级高金融英语,文件夹,0,
cfa一级资料包,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包,文件夹,0,
24CFA一级中文教材,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包/24CFA一级中文教材,文件夹,0,
24cfa一级notes,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包/24cfa一级notes,文件夹,0,
24cfa一级原版书,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包/24cfa一级原版书,文件夹,0,
24cfa一级课后题,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包/24cfa一级课后题,文件夹,0,
品职道德讲义,/cfa三级/新cfa24一级/品职道德讲义,文件夹,0,
CFA一级框架图（23年）,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）,文件夹,0,
品职教育2023CFA一级框架图Fixed Income_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023CFA一级框架图Fixed Income_何旋.pdf,文件,2023,2711110
品职教育2023年CFA一级Financial Reporting and Analysis知识框架图_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级Financial Reporting and Analysis知识框架图_何旋.pdf,文件,2023,3804853
品职教育2023年CFA一级框架图_Equity强化班讲义.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级框架图_Equity强化班讲义.pdf,文件,2023,3201854
品职教育2023年CFA一级知识框架图Portfolio.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图Portfolio.pdf,文件,2023,3250354
品职教育2023年CFA一级知识框架图_Alternative_李斯克.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Alternative_李斯克.pdf,文件,2023,2547562
品职教育2023年CFA一级知识框架图_Corporate Issuers_李斯克.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Corporate Issuers_李斯克.pdf,文件,2023,3029758
品职教育2023年CFA一级知识框架图_Derivatives_李斯克.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Derivatives_李斯克.pdf,文件,2023,2333391
品职教育2023年CFA一级知识框架图_Economics_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Economics_何旋.pdf,文件,2023,2659663
品职教育2023年CFA一级知识框架图_Ethics_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Ethics_何旋.pdf,文件,2023,1790896
品职教育2023年CFA一级知识框架图_Quantitative Methods_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Quantitative Methods_何旋.pdf,文件,2023,15509265
品职教育2025年CFA一级Financial Reporting and Analysis.pdf,/我的资源/框架图/品职教育2025年CFA一级Financial Reporting and Analysis.pdf,文件,2025,3693976
品职教育2025年CFA一级知识框架图 Corporate Issuers.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图 Corporate Issuers.pdf,文件,2025,3926283
品职教育2025年CFA一级知识框架图Fixed Income.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图Fixed Income.pdf,文件,2025,3526308
品职教育2025年CFA一级知识框架图Portfolio.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图Portfolio.pdf,文件,2025,1741893
品职教育2025年CFA一级知识框架图_Alternative.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Alternative.pdf,文件,2025,3896994
品职教育2025年CFA一级知识框架图_Derivatives.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Derivatives.pdf,文件,2025,2348008
品职教育2025年CFA一级知识框架图_Equity.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Equity.pdf,文件,2025,3585068
品职教育2025年CFA一级知识框架图_Ethics.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Ethics.pdf,文件,2025,1854670
品职教育2025年CFA一级知识框架图_Quantitative Methods.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Quantitative Methods.pdf,文件,2025,2540754
品职教育CFA一级知识框架图 Economics_.pdf,/我的资源/框架图/品职教育CFA一级知识框架图 Economics_.pdf,文件,0,1984037
